"date","region","cases","cumulative_cases"
2020-08-24,"Saskatoon",0,251
2020-08-24,"South Central",0,189
2020-08-24,"South East",0,11
2020-08-24,"South West",0,213
2020-08-25,"Central East",0,33
2020-08-25,"Central West",0,161
2020-08-25,"Far North Central",0,0
2020-08-25,"Far North East",0,6
2020-08-25,"Far North West",0,346
2020-08-25,"North Central",0,68
2020-08-25,"North East",0,66
2020-08-25,"North West",0,125
2020-08-25,"Not Assigned",0,0
2020-08-25,"Regina",0,132
2020-08-25,"Saskatoon",0,251
2020-08-25,"South Central",0,189
2020-08-25,"South East",0,11
2020-08-25,"South West",0,213
2020-08-26,"Central East",0,33
2020-08-26,"Central West",0,161
2020-08-26,"Far North Central",0,0
2020-08-26,"Far North East",0,6
2020-08-26,"Far North West",0,346
2020-08-26,"North Central",0,68
2020-08-26,"North East",0,66
2020-08-26,"North West",0,125
2020-08-26,"Not Assigned",0,0
2020-08-26,"Regina",0,132
2020-08-26,"Saskatoon",3,254
2020-08-26,"South Central",0,189
2020-08-26,"South East",0,11
2020-08-26,"South West",0,213
2020-08-27,"Central East",0,33
2020-08-27,"Central West",0,161
2020-08-27,"Far North Central",0,0
2020-08-27,"Far North East",0,6
2020-08-27,"Far North West",0,346
2020-08-27,"North Central",0,68
2020-08-27,"North East",0,66
2020-08-27,"North West",3,128
2020-08-27,"Not Assigned",0,0
2020-08-27,"Regina",0,132
2020-08-27,"Saskatoon",2,256
2020-08-27,"South Central",0,189
2020-08-27,"South East",0,11
2020-08-27,"South West",0,213
2020-08-28,"Central East",0,33
2020-08-28,"Central West",0,161
2020-08-28,"Far North Central",0,0
2020-08-28,"Far North East",0,6
2020-08-28,"Far North West",1,347
2020-08-28,"North Central",0,68
2020-08-28,"North East",0,66
2020-08-28,"North West",0,128
2020-08-28,"Not Assigned",0,0
2020-08-28,"Regina",0,132
2020-08-28,"Saskatoon",1,257
2020-08-28,"South Central",0,189
2020-08-28,"South East",0,11
2020-08-28,"South West",0,213
2020-08-29,"Central East",0,33
2020-08-29,"Central West",0,161
2020-08-29,"Far North Central",0,0
2020-08-29,"Far North East",0,6
2020-08-29,"Far North West",0,347
2020-08-29,"North Central",0,68
2020-08-29,"North East",0,66
2020-08-29,"North West",0,128
2020-08-29,"Not Assigned",0,0
2020-08-29,"Regina",0,132
2020-08-29,"Saskatoon",2,259
2020-08-29,"South Central",0,189
2020-08-29,"South East",0,11
2020-08-29,"South West",2,215
2020-08-30,"Central East",0,33
2020-08-30,"Central West",0,161
2020-08-30,"Far North Central",0,0
2020-08-30,"Far North East",0,6
2020-08-30,"Far North West",0,347
2020-08-30,"North Central",0,68
2020-08-30,"North East",0,66
2020-08-30,"North West",0,128
2020-08-30,"Not Assigned",0,0
2020-08-30,"Regina",0,132
2020-08-30,"Saskatoon",0,259
2020-08-30,"South Central",0,189
2020-08-30,"South East",0,11
2020-08-30,"South West",0,215
2020-08-31,"Central East",1,34
2020-08-31,"Central West",0,161
2020-08-31,"Far North Central",0,0
2020-08-31,"Far North East",0,6
2020-08-31,"Far North West",0,347
2020-08-31,"North Central",0,68
2020-08-31,"North East",0,66
2020-08-31,"North West",0,128
2020-08-31,"Not Assigned",0,0
2020-08-31,"Regina",0,132
2020-08-31,"Saskatoon",1,260
2020-08-31,"South Central",1,190
2020-08-31,"South East",0,11
2020-08-31,"South West",1,216
2020-09-01,"Central East",0,34
2020-09-01,"Central West",0,161
2020-09-01,"Far North Central",0,0
2020-09-01,"Far North East",0,6
2020-09-01,"Far North West",0,347
2020-09-01,"North Central",1,69
2020-09-01,"North East",0,66
2020-09-01,"North West",0,128
2020-09-01,"Not Assigned",1,1
2020-09-01,"Regina",0,132
2020-09-01,"Saskatoon",1,261
2020-09-01,"South Central",0,190
2020-09-01,"South East",0,11
2020-09-01,"South West",0,216
2020-09-02,"Central East",0,34
2020-09-02,"Central West",0,161
2020-09-02,"Far North Central",0,0
2020-09-02,"Far North East",0,6
2020-09-02,"Far North West",0,347
2020-09-02,"North Central",0,69
2020-09-02,"North East",0,66
2020-09-02,"North West",1,130
2020-09-02,"Not Assigned",-1,0
2020-09-02,"Regina",0,132
2020-09-02,"Saskatoon",0,261
2020-09-02,"South Central",1,191
2020-09-02,"South East",0,11
2020-09-02,"South West",0,216
2020-09-03,"Central East",0,34
2020-09-03,"Central West",2,163
2020-09-03,"Far North Central",0,0
2020-09-03,"Far North East",0,6
2020-09-03,"Far North West",0,347
2020-09-03,"North Central",1,70
2020-09-03,"North East",0,66
2020-09-03,"North West",0,130
2020-09-03,"Not Assigned",0,0
2020-09-03,"Regina",0,132
2020-09-03,"Saskatoon",6,267
2020-09-03,"South Central",1,192
2020-09-03,"South East",0,11
2020-09-03,"South West",0,216
2020-09-04,"Central East",0,34
2020-09-04,"Central West",1,164
2020-09-04,"Far North Central",0,0
2020-09-04,"Far North East",0,6
2020-09-04,"Far North West",0,347
2020-09-04,"North Central",1,71
2020-09-04,"North East",0,66
2020-09-04,"North West",0,130
2020-09-04,"Not Assigned",0,0
2020-09-04,"Regina",0,132
2020-09-04,"Saskatoon",0,267
2020-09-04,"South Central",1,193
2020-09-04,"South East",0,11
2020-09-04,"South West",1,217
2020-09-05,"Central East",0,34
2020-09-05,"Central West",0,164
2020-09-05,"Far North Central",0,0
2020-09-05,"Far North East",0,6
2020-09-05,"Far North West",0,347
2020-09-05,"North Central",0,71
2020-09-05,"North East",0,66
2020-09-05,"North West",0,130
2020-09-05,"Not Assigned",0,0
2020-09-05,"Regina",0,132
2020-09-05,"Saskatoon",3,270
2020-09-05,"South Central",2,195
2020-09-05,"South East",0,11
2020-09-05,"South West",0,217
2020-09-06,"Central East",2,36
2020-09-06,"Central West",0,164
2020-09-06,"Far North Central",0,0
2020-09-06,"Far North East",0,6
2020-09-06,"Far North West",0,347
2020-09-06,"North Central",0,71
2020-09-06,"North East",0,66
2020-09-06,"North West",1,131
2020-09-06,"Not Assigned",0,0
2020-09-06,"Regina",1,133
2020-09-06,"Saskatoon",3,273
2020-09-06,"South Central",0,195
2020-09-06,"South East",1,12
2020-09-06,"South West",0,217
2020-09-07,"Central East",1,37
2020-09-07,"Central West",2,166
2020-09-07,"Far North Central",0,0
2020-09-07,"Far North East",0,6
2020-09-07,"Far North West",2,349
2020-09-07,"North Central",0,71
2020-09-07,"North East",0,66
2020-09-07,"North West",0,131
2020-09-07,"Not Assigned",1,1
2020-09-07,"Regina",0,133
2020-09-07,"Saskatoon",2,275
2020-09-07,"South Central",1,196
2020-09-07,"South East",1,13
2020-09-07,"South West",1,218
2020-09-08,"Central East",0,37
2020-09-08,"Central West",0,166
2020-09-08,"Far North Central",0,0
2020-09-08,"Far North East",0,6
2020-09-08,"Far North West",0,349
2020-09-08,"North Central",2,73
2020-09-08,"North East",0,66
2020-09-08,"North West",0,131
2020-09-08,"Not Assigned",0,1
2020-09-08,"Regina",3,136
2020-09-08,"Saskatoon",1,276
2020-09-08,"South Central",1,197
2020-09-08,"South East",0,13
2020-09-08,"South West",0,218
2020-09-09,"Central East",0,37
2020-09-09,"Central West",0,166
2020-09-09,"Far North Central",0,0
2020-09-09,"Far North East",0,6
2020-09-09,"Far North West",0,349
2020-09-09,"North Central",0,73
2020-09-09,"North East",0,66
2020-09-09,"North West",0,131
2020-09-09,"Not Assigned",-1,0
2020-09-09,"Regina",0,137
2020-09-09,"Saskatoon",1,277
2020-09-09,"South Central",0,197
2020-09-09,"South East",0,13
2020-09-09,"South West",0,218
2020-09-10,"Central East",1,38
2020-09-10,"Central West",1,167
2020-09-10,"Far North Central",0,0
2020-09-10,"Far North East",1,7
2020-09-10,"Far North West",0,349
2020-09-10,"North Central",0,73
2020-09-10,"North East",0,66
2020-09-10,"North West",0,131
2020-09-10,"Not Assigned",1,1
2020-09-10,"Regina",1,138
2020-09-10,"Saskatoon",1,278
2020-09-10,"South Central",0,197
2020-09-10,"South East",1,13
2020-09-10,"South West",0,218
2020-09-11,"Central East",7,45
2020-09-11,"Central West",0,167
2020-09-11,"Far North Central",0,0
2020-09-11,"Far North East",1,8
2020-09-11,"Far North West",0,349
2020-09-11,"North Central",0,73
2020-09-11,"North East",0,66
2020-09-11,"North West",0,131
2020-09-11,"Not Assigned",-1,0
2020-09-11,"Regina",1,139
2020-09-11,"Saskatoon",4,282
2020-09-11,"South Central",0,197
2020-09-11,"South East",0,13
2020-09-11,"South West",0,218
2020-09-12,"Central East",14,59
2020-09-12,"Central West",0,167
2020-09-12,"Far North Central",0,0
2020-09-12,"Far North East",0,8
2020-09-12,"Far North West",0,349
2020-09-12,"North Central",0,73
2020-09-12,"North East",0,66
2020-09-12,"North West",0,131
2020-09-12,"Not Assigned",0,0
2020-09-12,"Regina",0,139
2020-09-12,"Saskatoon",5,287
2020-09-12,"South Central",0,197
2020-09-12,"South East",0,13
2020-09-12,"South West",2,220
2020-09-13,"Central East",1,60
2020-09-13,"Central West",1,168
2020-09-13,"Far North Central",0,0
2020-09-13,"Far North East",0,8
2020-09-13,"Far North West",0,349
2020-09-13,"North Central",0,73
2020-09-13,"North East",0,66
2020-09-13,"North West",0,131
2020-09-13,"Not Assigned",1,1
2020-09-13,"Regina",0,139
2020-09-13,"Saskatoon",14,301
2020-09-13,"South Central",0,197
2020-09-13,"South East",0,13
2020-09-13,"South West",0,220
2020-09-14,"Central East",0,59
2020-09-14,"Central West",0,168
2020-09-14,"Far North Central",0,0
2020-09-14,"Far North East",0,8
2020-09-14,"Far North West",0,349
2020-09-14,"North Central",0,73
2020-09-14,"North East",0,66
2020-09-14,"North West",0,131
2020-09-14,"Not Assigned",-1,0
2020-09-14,"Regina",0,139
2020-09-14,"Saskatoon",6,307
2020-09-14,"South Central",1,197
2020-09-14,"South East",0,13
2020-09-14,"South West",1,221
2020-09-15,"Central East",2,61
2020-09-15,"Central West",0,168
2020-09-15,"Far North Central",0,0
2020-09-15,"Far North East",0,8
2020-09-15,"Far North West",0,349
2020-09-15,"North Central",0,73
2020-09-15,"North East",0,66
2020-09-15,"North West",0,131
2020-09-15,"Not Assigned",0,0
2020-09-15,"Regina",0,139
2020-09-15,"Saskatoon",8,315
2020-09-15,"South Central",0,197
2020-09-15,"South East",0,13
2020-09-15,"South West",0,221
2020-09-16,"Central East",0,61
2020-09-16,"Central West",0,168
2020-09-16,"Far North Central",0,0
2020-09-16,"Far North East",0,8
2020-09-16,"Far North West",0,349
2020-09-16,"North Central",0,73
2020-09-16,"North East",1,67
2020-09-16,"North West",0,131
2020-09-16,"Not Assigned",1,1
2020-09-16,"Regina",1,140
2020-09-16,"Saskatoon",7,322
2020-09-16,"South Central",0,197
2020-09-16,"South East",0,13
2020-09-16,"South West",0,221
2020-09-17,"Central East",0,61
2020-09-17,"Central West",0,168
2020-09-17,"Far North Central",0,0
2020-09-17,"Far North East",0,8
2020-09-17,"Far North West",0,349
2020-09-17,"North Central",0,73
2020-09-17,"North East",0,67
2020-09-17,"North West",0,131
2020-09-17,"Not Assigned",-1,0
2020-09-17,"Regina",0,140
2020-09-17,"Saskatoon",4,326
2020-09-17,"South Central",0,197
2020-09-17,"South East",2,15
2020-09-17,"South West",1,222
2020-09-18,"Central East",0,61
2020-09-18,"Central West",3,171
2020-09-18,"Far North Central",0,0
2020-09-18,"Far North East",0,8
2020-09-18,"Far North West",0,349
2020-09-18,"North Central",0,73
2020-09-18,"North East",0,67
2020-09-18,"North West",0,131
2020-09-18,"Not Assigned",0,0
2020-09-18,"Regina",4,144
2020-09-18,"Saskatoon",12,338
2020-09-18,"South Central",0,197
2020-09-18,"South East",0,15
2020-09-18,"South West",0,222
2020-09-19,"Central East",1,62
2020-09-19,"Central West",1,172
2020-09-19,"Far North Central",0,0
2020-09-19,"Far North East",0,8
2020-09-19,"Far North West",0,349
2020-09-19,"North Central",0,73
2020-09-19,"North East",0,67
2020-09-19,"North West",0,131
2020-09-19,"Not Assigned",0,0
2020-09-19,"Regina",5,149
2020-09-19,"Saskatoon",2,340
2020-09-19,"South Central",2,199
2020-09-19,"South East",0,15
2020-09-19,"South West",0,222
2020-09-20,"Central East",0,62
2020-09-20,"Central West",0,172
2020-09-20,"Far North Central",0,0
2020-09-20,"Far North East",0,8
2020-09-20,"Far North West",0,349
2020-09-20,"North Central",0,73
2020-09-20,"North East",0,67
2020-09-20,"North West",0,131
2020-09-20,"Not Assigned",1,1
2020-09-20,"Regina",10,159
2020-09-20,"Saskatoon",7,347
2020-09-20,"South Central",0,199
2020-09-20,"South East",2,17
2020-09-20,"South West",0,222
2020-09-21,"Central East",0,62
2020-09-21,"Central West",0,172
2020-09-21,"Far North Central",0,0
2020-09-21,"Far North East",0,8
2020-09-21,"Far North West",0,349
2020-09-21,"North Central",0,73
2020-09-21,"North East",0,67
2020-09-21,"North West",0,131
2020-09-21,"Not Assigned",-1,0
2020-09-21,"Regina",1,160
2020-09-21,"Saskatoon",5,353
2020-09-21,"South Central",0,199
2020-09-21,"South East",1,18
2020-09-21,"South West",0,222
2020-09-22,"Central East",0,62
2020-09-22,"Central West",1,173
2020-09-22,"Far North Central",0,0
2020-09-22,"Far North East",1,9
2020-09-22,"Far North West",0,349
2020-09-22,"North Central",0,73
2020-09-22,"North East",0,67
2020-09-22,"North West",0,131
2020-09-22,"Not Assigned",0,0
2020-09-22,"Regina",2,162
2020-09-22,"Saskatoon",6,359
2020-09-22,"South Central",0,199
2020-09-22,"South East",0,18
2020-09-22,"South West",0,222
2020-09-23,"Central East",0,62
2020-09-23,"Central West",1,174
2020-09-23,"Far North Central",0,0
2020-09-23,"Far North East",0,9
2020-09-23,"Far North West",0,349
2020-09-23,"North Central",0,73
2020-09-23,"North East",0,67
2020-09-23,"North West",0,131
2020-09-23,"Not Assigned",0,0
2020-09-23,"Regina",3,165
2020-09-23,"Saskatoon",2,361
2020-09-23,"South Central",0,199
2020-09-23,"South East",0,18
2020-09-23,"South West",0,222
2020-09-24,"Central East",0,62
2020-09-24,"Central West",1,175
2020-09-24,"Far North Central",0,0
2020-09-24,"Far North East",0,9
2020-09-24,"Far North West",0,349
2020-09-24,"North Central",0,73
2020-09-24,"North East",0,67
2020-09-24,"North West",0,131
2020-09-24,"Not Assigned",0,0
2020-09-24,"Regina",1,166
2020-09-24,"Saskatoon",2,363
2020-09-24,"South Central",1,200
2020-09-24,"South East",0,18
2020-09-24,"South West",0,222
2020-09-25,"Central East",1,63
2020-09-25,"Central West",0,175
2020-09-25,"Far North Central",0,0
2020-09-25,"Far North East",0,9
2020-09-25,"Far North West",0,349
2020-09-25,"North Central",3,76
2020-09-25,"North East",0,67
2020-09-25,"North West",1,132
2020-09-25,"Not Assigned",1,1
2020-09-25,"Regina",1,167
2020-09-25,"Saskatoon",3,366
2020-09-25,"South Central",0,200
2020-09-25,"South East",1,19
2020-09-25,"South West",0,222
2020-09-26,"Central East",2,65
2020-09-26,"Central West",0,175
2020-09-26,"Far North Central",0,0
2020-09-26,"Far North East",0,9
2020-09-26,"Far North West",0,349
2020-09-26,"North Central",0,76
2020-09-26,"North East",0,67
2020-09-26,"North West",0,132
2020-09-26,"Not Assigned",-1,0
2020-09-26,"Regina",2,168
2020-09-26,"Saskatoon",15,381
2020-09-26,"South Central",0,200
2020-09-26,"South East",0,19
2020-09-26,"South West",0,222
2020-09-27,"Central East",8,73
2020-09-27,"Central West",0,175
2020-09-27,"Far North Central",0,0
2020-09-27,"Far North East",0,9
2020-09-27,"Far North West",0,349
2020-09-27,"North Central",1,77
2020-09-27,"North East",0,67
2020-09-27,"North West",0,132
2020-09-27,"Not Assigned",1,1
2020-09-27,"Regina",4,172
2020-09-27,"Saskatoon",1,382
2020-09-27,"South Central",0,200
2020-09-27,"South East",0,19
2020-09-27,"South West",0,222
2020-09-28,"Central East",7,80
2020-09-28,"Central West",0,175
2020-09-28,"Far North Central",0,0
2020-09-28,"Far North East",0,9
2020-09-28,"Far North West",1,350
2020-09-28,"North Central",0,77
2020-09-28,"North East",0,67
2020-09-28,"North West",0,132
2020-09-28,"Not Assigned",-1,0
2020-09-28,"Regina",3,176
2020-09-28,"Saskatoon",3,385
2020-09-28,"South Central",0,200
2020-09-28,"South East",0,19
2020-09-28,"South West",0,222
2020-09-29,"Central East",1,81
2020-09-29,"Central West",0,175
2020-09-29,"Far North Central",0,0
2020-09-29,"Far North East",0,9
2020-09-29,"Far North West",0,350
2020-09-29,"North Central",0,77
2020-09-29,"North East",0,67
2020-09-29,"North West",0,132
2020-09-29,"Not Assigned",0,0
2020-09-29,"Regina",6,182
2020-09-29,"Saskatoon",0,385
2020-09-29,"South Central",0,200
2020-09-29,"South East",0,19
2020-09-29,"South West",0,222
2020-09-30,"Central East",2,83
2020-09-30,"Central West",1,176
2020-09-30,"Far North Central",0,0
2020-09-30,"Far North East",0,9
2020-09-30,"Far North West",0,350
2020-09-30,"North Central",0,77
2020-09-30,"North East",1,68
2020-09-30,"North West",0,132
2020-09-30,"Not Assigned",0,0
2020-09-30,"Regina",2,184
2020-09-30,"Saskatoon",8,393
2020-09-30,"South Central",0,200
2020-09-30,"South East",0,19
2020-09-30,"South West",0,222
2020-10-01,"Central East",5,88
2020-10-01,"Central West",0,176
2020-10-01,"Far North Central",0,0
2020-10-01,"Far North East",0,9
2020-10-01,"Far North West",0,350
2020-10-01,"North Central",1,79
2020-10-01,"North East",1,68
2020-10-01,"North West",0,132
2020-10-01,"Not Assigned",0,0
2020-10-01,"Regina",4,188
2020-10-01,"Saskatoon",0,393
2020-10-01,"South Central",1,201
2020-10-01,"South East",0,19
2020-10-01,"South West",2,224
2020-10-02,"Central East",4,92
2020-10-02,"Central West",0,176
2020-10-02,"Far North Central",0,0
2020-10-02,"Far North East",0,9
2020-10-02,"Far North West",0,350
2020-10-02,"North Central",1,80
2020-10-02,"North East",1,69
2020-10-02,"North West",0,132
2020-10-02,"Not Assigned",0,0
2020-10-02,"Regina",0,188
2020-10-02,"Saskatoon",6,399
2020-10-02,"South Central",1,202
2020-10-02,"South East",0,19
2020-10-02,"South West",0,224
2020-10-03,"Central East",4,96
2020-10-03,"Central West",0,176
2020-10-03,"Far North Central",0,0
2020-10-03,"Far North East",0,9
2020-10-03,"Far North West",0,350
2020-10-03,"North Central",0,80
2020-10-03,"North East",0,69
2020-10-03,"North West",0,132
2020-10-03,"Not Assigned",0,0
