"region","date","cumulative_deaths"
"North East",2021-02-20,10
"North East",2021-02-21,10
"North East",2021-02-22,10
"North East",2021-02-23,10
"North East",2021-02-24,10
"North East",2021-02-25,10
"North East",2021-02-26,10
"North East",2021-02-27,10
"North East",2021-02-28,10
"North East",2021-03-01,10
"North East",2021-03-02,10
"North East",2021-03-03,10
"North East",2021-03-04,11
"North East",2021-03-05,11
"North East",2021-03-06,11
"North East",2021-03-07,11
"North East",2021-03-08,11
"North East",2021-03-09,11
"North East",2021-03-10,11
"North East",2021-03-11,11
"North East",2021-03-12,11
"North East",2021-03-13,11
"North East",2021-03-14,11
"North East",2021-03-15,11
"North East",2021-03-16,11
"North East",2021-03-17,11
"North East",2021-03-18,11
"North East",2021-03-19,11
"North East",2021-03-20,11
"North East",2021-03-21,11
"North East",2021-03-22,11
"North East",2021-03-23,11
"North East",2021-03-24,11
"North East",2021-03-25,11
"North East",2021-03-26,11
"North East",2021-03-27,11
"North East",2021-03-28,11
"North East",2021-03-29,11
"North East",2021-03-30,11
"North East",2021-03-31,11
"North East",2021-04-01,11
"North East",2021-04-02,11
"North East",2021-04-03,11
"North East",2021-04-04,11
"North East",2021-04-05,11
"North East",2021-04-06,11
"North East",2021-04-07,11
"North East",2021-04-08,11
"North East",2021-04-09,11
"North East",2021-04-10,11
"North East",2021-04-11,11
"North East",2021-04-12,11
"North East",2021-04-13,11
"North East",2021-04-14,11
"North East",2021-04-15,11
"North East",2021-04-16,11
"North East",2021-04-17,11
"North East",2021-04-18,11
"North East",2021-04-19,11
"North East",2021-04-20,11
"North East",2021-04-21,11
"North East",2021-04-22,11
"North East",2021-04-23,11
"North East",2021-04-24,11
"North East",2021-04-25,11
"North East",2021-04-26,11
"North East",2021-04-27,11
"North East",2021-04-28,11
"North East",2021-04-29,11
"North East",2021-04-30,11
"North East",2021-05-01,11
"North East",2021-05-02,11
"North East",2021-05-03,11
"North East",2021-05-04,11
"North East",2021-05-05,11
"North East",2021-05-06,11
"North East",2021-05-07,11
"North East",2021-05-08,11
"North East",2021-05-09,11
"North East",2021-05-10,11
"North East",2021-05-11,11
"North East",2021-05-12,11
"North East",2021-05-13,11
"North East",2021-05-14,11
"North East",2021-05-15,11
"North East",2021-05-16,11
"North East",2021-05-17,11
"North East",2021-05-18,11
"North East",2021-05-19,11
"North East",2021-05-20,11
"North East",2021-05-21,11
"North East",2021-05-22,11
"North East",2021-05-23,11
"North East",2021-05-24,11
"North East",2021-05-25,11
"North East",2021-05-26,11
"North East",2021-05-27,11
"North East",2021-05-28,11
"North East",2021-05-29,11
"North East",2021-05-30,11
"North East",2021-05-31,11
"North East",2021-06-01,11
"North East",2021-06-02,11
"North East",2021-06-03,11
"North East",2021-06-04,11
"North East",2021-06-05,11
"North East",2021-06-06,11
"North East",2021-06-07,11
"North East",2021-06-08,11
"North East",2021-06-09,11
"North East",2021-06-10,11
"North East",2021-06-11,11
"North East",2021-06-12,11
"North East",2021-06-13,11
"North East",2021-06-14,11
"North East",2021-06-15,12
"North East",2021-06-16,12
"North East",2021-06-17,12
"North East",2021-06-18,12
"North East",2021-06-19,12
"North East",2021-06-20,12
"North East",2021-06-21,12
"North East",2021-06-22,12
"North East",2021-06-23,12
"North East",2021-06-24,12
"North East",2021-06-25,12
"North East",2021-06-26,12
"North East",2021-06-27,12
"North East",2021-06-28,12
"North East",2021-06-29,12
"North East",2021-06-30,12
"North East",2021-07-01,12
"North East",2021-07-02,12
"North East",2021-07-03,12
"North East",2021-07-04,12
"North East",2021-07-05,12
"North East",2021-07-06,12
"North East",2021-07-07,12
"North East",2021-07-08,12
"North East",2021-07-09,12
"North East",2021-07-10,12
"North East",2021-07-11,12
"North East",2021-07-12,12
"North East",2021-07-13,12
"North East",2021-07-14,12
"North East",2021-07-15,12
"North East",2021-07-16,12
"North East",2021-07-17,12
"North East",2021-07-18,12
"North East",2021-07-19,12
"North East",2021-07-20,12
"North East",2021-07-21,12
"North East",2021-07-22,12
"North East",2021-07-23,13
"North East",2021-07-24,13
"North West",2020-08-04,4
"North West",2020-08-05,4
"North West",2020-08-06,4
"North West",2020-08-07,4
"North West",2020-08-08,4
"North West",2020-08-09,4
"North West",2020-08-10,4
"North West",2020-08-11,4
"North West",2020-08-12,4
"North West",2020-08-13,4
"North West",2020-08-14,4
"North West",2020-08-15,4
"North West",2020-08-16,4
"North West",2020-08-17,4
"North West",2020-08-18,4
"North West",2020-08-19,4
"North West",2020-08-20,4
"North West",2020-08-21,4
"North West",2020-08-22,4
"North West",2020-08-23,4
"North West",2020-08-24,4
"North West",2020-08-25,4
"North West",2020-08-26,4
"North West",2020-08-27,4
"North West",2020-08-28,4
"North West",2020-08-29,4
"North West",2020-08-30,4
"North West",2020-08-31,4
"North West",2020-09-01,4
"North West",2020-09-02,4
"North West",2020-09-03,4
"North West",2020-09-04,4
"North West",2020-09-05,4
"North West",2020-09-06,4
"North West",2020-09-07,4
"North West",2020-09-08,4
"North West",2020-09-09,4
"North West",2020-09-10,4
"North West",2020-09-11,4
"North West",2020-09-12,4
"North West",2020-09-13,4
"North West",2020-09-14,4
"North West",2020-09-15,4
"North West",2020-09-16,4
"North West",2020-09-17,4
"North West",2020-09-18,4
"North West",2020-09-19,4
"North West",2020-09-20,4
"North West",2020-09-21,4
"North West",2020-09-22,4
"North West",2020-09-23,4
"North West",2020-09-24,4
"North West",2020-09-25,4
"North West",2020-09-26,4
"North West",2020-09-27,4
"North West",2020-09-28,4
"North West",2020-09-29,4
"North West",2020-09-30,4
"North West",2020-10-01,4
"North West",2020-10-02,4
"North West",2020-10-03,4
"North West",2020-10-04,4
"North West",2020-10-05,4
"North West",2020-10-06,4
"North West",2020-10-07,4
"North West",2020-10-08,4
"North West",2020-10-09,4
"North West",2020-10-10,4
"North West",2020-10-11,4
"North West",2020-10-12,4
"North West",2020-10-13,4
"North West",2020-10-14,4
"North West",2020-10-15,4
"North West",2020-10-16,4
"North West",2020-10-17,4
"North West",2020-10-18,4
"North West",2020-10-19,4
"North West",2020-10-20,4
"North West",2020-10-21,4
"North West",2020-10-22,4
"North West",2020-10-23,4
"North West",2020-10-24,4
"North West",2020-10-25,4
"North West",2020-10-26,4
"North West",2020-10-27,4
"North West",2020-10-28,4
"North West",2020-10-29,4
"North West",2020-10-30,4
"North West",2020-10-31,4
"North West",2020-11-01,4
"North West",2020-11-02,4
"North West",2020-11-03,4
"North West",2020-11-04,4
"North West",2020-11-05,4
"North West",2020-11-06,4
"North West",2020-11-07,4
"North West",2020-11-08,4
"North West",2020-11-09,4
"North West",2020-11-10,4
"North West",2020-11-11,4
"North West",2020-11-12,4
"North West",2020-11-13,4
"North West",2020-11-14,4
"North West",2020-11-15,4
"North West",2020-11-16,4
"North West",2020-11-17,4
"North West",2020-11-18,4
"North West",2020-11-19,4
"North West",2020-11-20,4
"North West",2020-11-21,4
"North West",2020-11-22,4
"North West",2020-11-23,5
"North West",2020-11-24,5
"North West",2020-11-25,5
"North West",2020-11-26,7
"North West",2020-11-27,7
"North West",2020-11-28,8
"North West",2020-11-29,8
"North West",2020-11-30,8
"North West",2020-12-01,8
"North West",2020-12-02,8
"North West",2020-12-03,8
"North West",2020-12-04,8
"North West",2020-12-05,8
"North West",2020-12-06,8
"North West",2020-12-07,8
"North West",2020-12-08,9
"North West",2020-12-09,9
"North West",2020-12-10,9
"North West",2020-12-11,9
"North West",2020-12-12,9
"North West",2020-12-13,9
"North West",2020-12-14,10
"North West",2020-12-15,11
"North West",2020-12-16,11
"North West",2020-12-17,11
"North West",2020-12-18,11
"North West",2020-12-19,11
"North West",2020-12-20,11
"North West",2020-12-21,11
"North West",2020-12-22,12
"North West",2020-12-23,13
"North West",2020-12-24,15
"North West",2020-12-25,15
"North West",2020-12-26,15
"North West",2020-12-27,18
"North West",2020-12-28,18
"North West",2020-12-29,19
"North West",2020-12-30,19
"North West",2020-12-31,19
"North West",2021-01-01,19
"North West",2021-01-02,19
"North West",2021-01-03,19
"North West",2021-01-04,19
"North West",2021-01-05,20
"North West",2021-01-06,20
"North West",2021-01-07,20
"North West",2021-01-08,20
"North West",2021-01-09,20
"North West",2021-01-10,20
"North West",2021-01-11,21
"North West",2021-01-12,22
"North West",2021-01-13,22
"North West",2021-01-14,22
"North West",2021-01-15,22
"North West",2021-01-16,22
"North West",2021-01-17,22
"North West",2021-01-18,22
"North West",2021-01-19,22
"North West",2021-01-20,22
"North West",2021-01-21,22
"North West",2021-01-22,22
"North West",2021-01-23,22
"North West",2021-01-24,22
"North West",2021-01-25,22
"North West",2021-01-26,22
"North West",2021-01-27,22
"North West",2021-01-28,23
"North West",2021-01-29,25
"North West",2021-01-30,25
"North West",2021-01-31,26
"North West",2021-02-01,28
"North West",2021-02-02,30
"North West",2021-02-03,31
"North West",2021-02-04,33
"North West",2021-02-05,33
"North West",2021-02-06,34
"North West",2021-02-07,35
"North West",2021-02-08,37
"North West",2021-02-09,37
"North West",2021-02-10,37
"North West",2021-02-11,37
"North West",2021-02-12,37
"North West",2021-02-13,38
"North West",2021-02-14,38
"North West",2021-02-15,38
"North West",2021-02-16,39
"North West",2021-02-17,40
"North West",2021-02-18,40
"North West",2021-02-19,41
"North West",2021-02-20,41
"North West",2021-02-21,43
"North West",2021-02-22,43
"North West",2021-02-23,43
"North West",2021-02-24,44
"North West",2021-02-25,45
"North West",2021-02-26,45
"North West",2021-02-27,45
"North West",2021-02-28,45
"North West",2021-03-01,45
"North West",2021-03-02,45
"North West",2021-03-03,45
"North West",2021-03-04,45
"North West",2021-03-05,45
"North West",2021-03-06,45
"North West",2021-03-07,46
"North West",2021-03-08,46
"North West",2021-03-09,47
"North West",2021-03-10,47
"North West",2021-03-11,47
"North West",2021-03-12,47
"North West",2021-03-13,47
"North West",2021-03-14,47
"North West",2021-03-15,47
"North West",2021-03-16,47
"North West",2021-03-17,48
"North West",2021-03-18,48
"North West",2021-03-19,48
"North West",2021-03-20,48
"North West",2021-03-21,48
"North West",2021-03-22,48
"North West",2021-03-23,48
"North West",2021-03-24,49
"North West",2021-03-25,49
"North West",2021-03-26,50
"North West",2021-03-27,50
"North West",2021-03-28,50
"North West",2021-03-29,50
"North West",2021-03-30,50
"North West",2021-03-31,50
"North West",2021-04-01,50
"North West",2021-04-02,50
"North West",2021-04-03,50
"North West",2021-04-04,50
"North West",2021-04-05,50
"North West",2021-04-06,50
"North West",2021-04-07,50
"North West",2021-04-08,50
"North West",2021-04-09,50
"North West",2021-04-10,50
"North West",2021-04-11,50
"North West",2021-04-12,50
"North West",2021-04-13,50
"North West",2021-04-14,50
"North West",2021-04-15,50
"North West",2021-04-16,51
"North West",2021-04-17,52
"North West",2021-04-18,52
"North West",2021-04-19,52
"North West",2021-04-20,52
"North West",2021-04-21,52
"North West",2021-04-22,52
"North West",2021-04-23,52
"North West",2021-04-24,52
"North West",2021-04-25,54
"North West",2021-04-26,54
"North West",2021-04-27,54
"North West",2021-04-28,54
"North West",2021-04-29,55
"North West",2021-04-30,55
"North West",2021-05-01,55
"North West",2021-05-02,55
"North West",2021-05-03,55
"North West",2021-05-04,56
"North West",2021-05-05,56
"North West",2021-05-06,56
"North West",2021-05-07,56
"North West",2021-05-08,56
"North West",2021-05-09,56
"North West",2021-05-10,56
"North West",2021-05-11,59
"North West",2021-05-12,59
"North West",2021-05-13,59
"North West",2021-05-14,60
"North West",2021-05-15,60
"North West",2021-05-16,60
"North West",2021-05-17,60
"North West",2021-05-18,60
"North West",2021-05-19,60
"North West",2021-05-20,60
"North West",2021-05-21,61
"North West",2021-05-22,61
"North West",2021-05-23,61
"North West",2021-05-24,61
"North West",2021-05-25,61
"North West",2021-05-26,61
"North West",2021-05-27,62
"North West",2021-05-28,63
"North West",2021-05-29,63
"North West",2021-05-30,63
"North West",2021-05-31,63
"North West",2021-06-01,63
"North West",2021-06-02,64
"North West",2021-06-03,66
"North West",2021-06-04,66
"North West",2021-06-05,68
"North West",2021-06-06,68
"North West",2021-06-07,70
"North West",2021-06-08,71
"North West",2021-06-09,71
"North West",2021-06-10,71
"North West",2021-06-11,71
"North West",2021-06-12,72
"North West",2021-06-13,72
"North West",2021-06-14,72
"North West",2021-06-15,72
"North West",2021-06-16,73
"North West",2021-06-17,73
"North West",2021-06-18,74
"North West",2021-06-19,74
"North West",2021-06-20,75
"North West",2021-06-21,76
"North West",2021-06-22,76
"North West",2021-06-23,77
"North West",2021-06-24,77
"North West",2021-06-25,77
"North West",2021-06-26,77
"North West",2021-06-27,77
"North West",2021-06-28,77
"North West",2021-06-29,78
"North West",2021-06-30,78
"North West",2021-07-01,78
"North West",2021-07-02,78
"North West",2021-07-03,78
"North West",2021-07-04,78
"North West",2021-07-05,78
"North West",2021-07-06,79
"North West",2021-07-07,80
"North West",2021-07-08,80
"North West",2021-07-09,81
"North West",2021-07-10,81
"North West",2021-07-11,81
"North West",2021-07-12,81
"North West",2021-07-13,81
"North West",2021-07-14,81
"North West",2021-07-15,81
"North West",2021-07-16,82
"North West",2021-07-17,82
"North West",2021-07-18,82
"North West",2021-07-19,82
"North West",2021-07-20,82
"North West",2021-07-21,82
"North West",2021-07-22,82
"North West",2021-07-23,82
"North West",2021-07-24,82
"Regina",2020-08-04,1
"Regina",2020-08-05,1
"Regina",2020-08-06,2
"Regina",2020-08-07,2
"Regina",2020-08-08,2
"Regina",2020-08-09,2
"Regina",2020-08-10,2
"Regina",2020-08-11,2
"Regina",2020-08-12,2
"Regina",2020-08-13,2
"Regina",2020-08-14,2
"Regina",2020-08-15,2
"Regina",2020-08-16,2
"Regina",2020-08-17,2
"Regina",2020-08-18,2
"Regina",2020-08-19,2
"Regina",2020-08-20,2
"Regina",2020-08-21,2
"Regina",2020-08-22,2
"Regina",2020-08-23,2
"Regina",2020-08-24,2
"Regina",2020-08-25,2
"Regina",2020-08-26,2
"Regina",2020-08-27,2
"Regina",2020-08-28,2
"Regina",2020-08-29,2
"Regina",2020-08-30,2
"Regina",2020-08-31,2
"Regina",2020-09-01,2
"Regina",2020-09-02,2
"Regina",2020-09-03,2
"Regina",2020-09-04,2
"Regina",2020-09-05,2
"Regina",2020-09-06,2
"Regina",2020-09-07,2
"Regina",2020-09-08,2
"Regina",2020-09-09,2
"Regina",2020-09-10,2
"Regina",2020-09-11,2
"Regina",2020-09-12,2
"Regina",2020-09-13,2
"Regina",2020-09-14,2
"Regina",2020-09-15,2
"Regina",2020-09-16,2
"Regina",2020-09-17,2
"Regina",2020-09-18,2
"Regina",2020-09-19,2
"Regina",2020-09-20,2
"Regina",2020-09-21,2
"Regina",2020-09-22,2
"Regina",2020-09-23,2
"Regina",2020-09-24,2
"Regina",2020-09-25,2
"Regina",2020-09-26,2
"Regina",2020-09-27,2
"Regina",2020-09-28,2
"Regina",2020-09-29,2
"Regina",2020-09-30,2
"Regina",2020-10-01,2
"Regina",2020-10-02,2
"Regina",2020-10-03,2
"Regina",2020-10-04,2
"Regina",2020-10-05,2
"Regina",2020-10-06,2
"Regina",2020-10-07,2
"Regina",2020-10-08,2
"Regina",2020-10-09,2
"Regina",2020-10-10,2
"Regina",2020-10-11,2
"Regina",2020-10-12,2
"Regina",2020-10-13,2
"Regina",2020-10-14,2
"Regina",2020-10-15,2
"Regina",2020-10-16,2
"Regina",2020-10-17,2
"Regina",2020-10-18,2
"Regina",2020-10-19,2
"Regina",2020-10-20,2
"Regina",2020-10-21,2
"Regina",2020-10-22,2
"Regina",2020-10-23,2
"Regina",2020-10-24,2
"Regina",2020-10-25,2
"Regina",2020-10-26,2
"Regina",2020-10-27,2
"Regina",2020-10-28,2
"Regina",2020-10-29,2
"Regina",2020-10-30,2
"Regina",2020-10-31,2
"Regina",2020-11-01,2
"Regina",2020-11-02,2
"Regina",2020-11-03,2
"Regina",2020-11-04,2
"Regina",2020-11-05,2
"Regina",2020-11-06,2
"Regina",2020-11-07,2
"Regina",2020-11-08,2
"Regina",2020-11-09,2
"Regina",2020-11-10,2
"Regina",2020-11-11,2
"Regina",2020-11-12,2
"Regina",2020-11-13,2
"Regina",2020-11-14,2
"Regina",2020-11-15,2
"Regina",2020-11-16,2
"Regina",2020-11-17,2
"Regina",2020-11-18,2
"Regina",2020-11-19,2
"Regina",2020-11-20,2
"Regina",2020-11-21,2
"Regina",2020-11-22,2
"Regina",2020-11-23,2
"Regina",2020-11-24,2
"Regina",2020-11-25,2
"Regina",2020-11-26,2
"Regina",2020-11-27,3
"Regina",2020-11-28,3
"Regina",2020-11-29,3
"Regina",2020-11-30,3
"Regina",2020-12-01,3
"Regina",2020-12-02,4
"Regina",2020-12-03,4
"Regina",2020-12-04,4
"Regina",2020-12-05,4
"Regina",2020-12-06,5
"Regina",2020-12-07,6
"Regina",2020-12-08,9
"Regina",2020-12-09,14
"Regina",2020-12-10,15
"Regina",2020-12-11,15
"Regina",2020-12-12,19
"Regina",2020-12-13,20
"Regina",2020-12-14,20
"Regina",2020-12-15,21
"Regina",2020-12-16,21
"Regina",2020-12-17,24
"Regina",2020-12-18,26
"Regina",2020-12-19,29
"Regina",2020-12-20,32
"Regina",2020-12-21,36
"Regina",2020-12-22,38
"Regina",2020-12-23,41
"Regina",2020-12-24,43
"Regina",2020-12-25,43
"Regina",2020-12-26,43
"Regina",2020-12-27,44
"Regina",2020-12-28,43
"Regina",2020-12-29,46
"Regina",2020-12-30,46
"Regina",2020-12-31,46
"Regina",2021-01-01,46
"Regina",2021-01-02,47
"Regina",2021-01-03,47
"Regina",2021-01-04,47
"Regina",2021-01-05,49
"Regina",2021-01-06,52
"Regina",2021-01-07,54
"Regina",2021-01-08,58
"Regina",2021-01-09,60
"Regina",2021-01-10,60
"Regina",2021-01-11,62
"Regina",2021-01-12,63
"Regina",2021-01-13,63
"Regina",2021-01-14,63
"Regina",2021-01-15,63
"Regina",2021-01-16,65
"Regina",2021-01-17,66
"Regina",2021-01-18,66
"Regina",2021-01-19,68
"Regina",2021-01-20,69
"Regina",2021-01-21,69
"Regina",2021-01-22,75
"Regina",2021-01-23,75
"Regina",2021-01-24,77
"Regina",2021-01-25,77
"Regina",2021-01-26,80
"Regina",2021-01-27,80
"Regina",2021-01-28,84
"Regina",2021-01-29,87
"Regina",2021-01-30,88
"Regina",2021-01-31,89
"Regina",2021-02-01,89
"Regina",2021-02-02,90
"Regina",2021-02-03,92
"Regina",2021-02-04,92
"Regina",2021-02-05,92
"Regina",2021-02-06,93
"Regina",2021-02-07,94
"Regina",2021-02-08,94
"Regina",2021-02-09,94
"Regina",2021-02-10,94
"Regina",2021-02-11,94
"Regina",2021-02-12,94
"Regina",2021-02-13,94
"Regina",2021-02-14,94
"Regina",2021-02-15,94
"Regina",2021-02-16,94
"Regina",2021-02-17,96
"Regina",2021-02-18,96
"Regina",2021-02-19,97
"Regina",2021-02-20,98
"Regina",2021-02-21,99
"Regina",2021-02-22,99
"Regina",2021-02-23,102
"Regina",2021-02-24,102
"Regina",2021-02-25,102
"Regina",2021-02-26,102
"Regina",2021-02-27,105
"Regina",2021-02-28,105
"Regina",2021-03-01,105
"Regina",2021-03-02,105
"Regina",2021-03-03,106
"Regina",2021-03-04,106
"Regina",2021-03-05,107
"Regina",2021-03-06,107
"Regina",2021-03-07,107
"Regina",2021-03-08,107
"Regina",2021-03-09,107
"Regina",2021-03-10,108
"Regina",2021-03-11,108
"Regina",2021-03-12,109
"Regina",2021-03-13,109
"Regina",2021-03-14,110
"Regina",2021-03-15,110
"Regina",2021-03-16,111
"Regina",2021-03-17,111
"Regina",2021-03-18,111
"Regina",2021-03-19,111
"Regina",2021-03-20,111
"Regina",2021-03-21,112
"Regina",2021-03-22,112
"Regina",2021-03-23,112
"Regina",2021-03-24,112
"Regina",2021-03-25,112
"Regina",2021-03-26,119
"Regina",2021-03-27,119
"Regina",2021-03-28,121
"Regina",2021-03-29,121
"Regina",2021-03-30,121
"Regina",2021-03-31,122
"Regina",2021-04-01,122
"Regina",2021-04-02,122
"Regina",2021-04-03,122
"Regina",2021-04-04,124
"Regina",2021-04-05,124
"Regina",2021-04-06,126
"Regina",2021-04-07,127
"Regina",2021-04-08,127
"Regina",2021-04-09,131
"Regina",2021-04-10,131
"Regina",2021-04-11,131
"Regina",2021-04-12,132
"Regina",2021-04-13,134
"Regina",2021-04-14,134
"Regina",2021-04-15,135
"Regina",2021-04-16,135
"Regina",2021-04-17,135
"Regina",2021-04-18,135
"Regina",2021-04-19,135
"Regina",2021-04-20,135
"Regina",2021-04-21,139
"Regina",2021-04-22,139
"Regina",2021-04-23,140
"Regina",2021-04-24,142
"Regina",2021-04-25,142
"Regina",2021-04-26,142
"Regina",2021-04-27,144
"Regina",2021-04-28,145
"Regina",2021-04-29,145
"Regina",2021-04-30,146
"Regina",2021-05-01,148
"Regina",2021-05-02,148
"Regina",2021-05-03,149
"Regina",2021-05-04,149
"Regina",2021-05-05,150
"Regina",2021-05-06,150
"Regina",2021-05-07,150
"Regina",2021-05-08,150
"Regina",2021-05-09,150
"Regina",2021-05-10,150
"Regina",2021-05-11,150
"Regina",2021-05-12,150
"Regina",2021-05-13,150
"Regina",2021-05-14,151
"Regina",2021-05-15,152
"Regina",2021-05-16,152
"Regina",2021-05-17,152
"Regina",2021-05-18,152
"Regina",2021-05-19,152
"Regina",2021-05-20,152
"Regina",2021-05-21,152
"Regina",2021-05-22,151
"Regina",2021-05-23,151
"Regina",2021-05-24,151
"Regina",2021-05-25,151
"Regina",2021-05-26,151
"Regina",2021-05-27,151
"Regina",2021-05-28,151
"Regina",2021-05-29,151
"Regina",2021-05-30,151
"Regina",2021-05-31,151
"Regina",2021-06-01,151
"Regina",2021-06-02,151
"Regina",2021-06-03,151
"Regina",2021-06-04,151
"Regina",2021-06-05,151
"Regina",2021-06-06,151
"Regina",2021-06-07,151
"Regina",2021-06-08,151
"Regina",2021-06-09,151
"Regina",2021-06-10,151
"Regina",2021-06-11,151
"Regina",2021-06-12,151
"Regina",2021-06-13,151
"Regina",2021-06-14,151
"Regina",2021-06-15,151
"Regina",2021-06-16,151
"Regina",2021-06-17,151
"Regina",2021-06-18,151
"Regina",2021-06-19,151
"Regina",2021-06-20,151
"Regina",2021-06-21,151
"Regina",2021-06-22,151
"Regina",2021-06-23,151
"Regina",2021-06-24,151
"Regina",2021-06-25,151
"Regina",2021-06-26,152
"Regina",2021-06-27,152
"Regina",2021-06-28,152
"Regina",2021-06-29,152
"Regina",2021-06-30,152
"Regina",2021-07-01,152
"Regina",2021-07-02,152
"Regina",2021-07-03,152
"Regina",2021-07-04,152
"Regina",2021-07-05,152
"Regina",2021-07-06,152
"Regina",2021-07-07,152
"Regina",2021-07-08,152
"Regina",2021-07-09,152
"Regina",2021-07-10,152
"Regina",2021-07-11,153
"Regina",2021-07-12,153
"Regina",2021-07-13,153
"Regina",2021-07-14,153
"Regina",2021-07-15,153
"Regina",2021-07-16,153
"Regina",2021-07-17,153
"Regina",2021-07-18,153
"Regina",2021-07-19,153
"Regina",2021-07-20,153
"Regina",2021-07-21,153
"Regina",2021-07-22,153
"Regina",2021-07-23,154
"Regina",2021-07-24,154
"Saskatoon",2020-08-04,2
"Saskatoon",2020-08-05,2
"Saskatoon",2020-08-06,2
"Saskatoon",2020-08-07,2
"Saskatoon",2020-08-08,2
"Saskatoon",2020-08-09,2
"Saskatoon",2020-08-10,2
"Saskatoon",2020-08-11,2
"Saskatoon",2020-08-12,2
"Saskatoon",2020-08-13,2
"Saskatoon",2020-08-14,2
"Saskatoon",2020-08-15,2
"Saskatoon",2020-08-16,2
"Saskatoon",2020-08-17,2
"Saskatoon",2020-08-18,2
"Saskatoon",2020-08-19,2
"Saskatoon",2020-08-20,2
"Saskatoon",2020-08-21,2
"Saskatoon",2020-08-22,2
"Saskatoon",2020-08-23,2
"Saskatoon",2020-08-24,2
"Saskatoon",2020-08-25,2
"Saskatoon",2020-08-26,2
"Saskatoon",2020-08-27,2
"Saskatoon",2020-08-28,2
"Saskatoon",2020-08-29,2
"Saskatoon",2020-08-30,2
"Saskatoon",2020-08-31,2
"Saskatoon",2020-09-01,2
"Saskatoon",2020-09-02,2
"Saskatoon",2020-09-03,2
"Saskatoon",2020-09-04,2
"Saskatoon",2020-09-05,2
"Saskatoon",2020-09-06,2
"Saskatoon",2020-09-07,2
"Saskatoon",2020-09-08,2
"Saskatoon",2020-09-09,2
"Saskatoon",2020-09-10,2
"Saskatoon",2020-09-11,2
"Saskatoon",2020-09-12,2
"Saskatoon",2020-09-13,2
"Saskatoon",2020-09-14,2
"Saskatoon",2020-09-15,2
"Saskatoon",2020-09-16,2
"Saskatoon",2020-09-17,2
"Saskatoon",2020-09-18,2
"Saskatoon",2020-09-19,2
"Saskatoon",2020-09-20,2
"Saskatoon",2020-09-21,2
"Saskatoon",2020-09-22,2
"Saskatoon",2020-09-23,2
"Saskatoon",2020-09-24,2
"Saskatoon",2020-09-25,2
"Saskatoon",2020-09-26,2
"Saskatoon",2020-09-27,2
"Saskatoon",2020-09-28,2
"Saskatoon",2020-09-29,2
"Saskatoon",2020-09-30,2
"Saskatoon",2020-10-01,2
"Saskatoon",2020-10-02,2
"Saskatoon",2020-10-03,2
"Saskatoon",2020-10-04,2
"Saskatoon",2020-10-05,2
"Saskatoon",2020-10-06,2
"Saskatoon",2020-10-07,2
"Saskatoon",2020-10-08,2
"Saskatoon",2020-10-09,2
"Saskatoon",2020-10-10,2
"Saskatoon",2020-10-11,3
"Saskatoon",2020-10-12,3
"Saskatoon",2020-10-13,3
"Saskatoon",2020-10-14,3
"Saskatoon",2020-10-15,3
"Saskatoon",2020-10-16,3
"Saskatoon",2020-10-17,3
"Saskatoon",2020-10-18,3
"Saskatoon",2020-10-19,3
"Saskatoon",2020-10-20,3
"Saskatoon",2020-10-21,3
"Saskatoon",2020-10-22,2
"Saskatoon",2020-10-23,2
"Saskatoon",2020-10-24,2
"Saskatoon",2020-10-25,2
"Saskatoon",2020-10-26,2
"Saskatoon",2020-10-27,2
"Saskatoon",2020-10-28,2
"Saskatoon",2020-10-29,2
"Saskatoon",2020-10-30,2
"Saskatoon",2020-10-31,2
"Saskatoon",2020-11-01,2
"Saskatoon",2020-11-02,2
"Saskatoon",2020-11-03,2
"Saskatoon",2020-11-04,2
"Saskatoon",2020-11-05,2
"Saskatoon",2020-11-06,2
"Saskatoon",2020-11-07,2
"Saskatoon",2020-11-08,3
"Saskatoon",2020-11-09,3
"Saskatoon",2020-11-10,3
"Saskatoon",2020-11-11,3
"Saskatoon",2020-11-12,3
"Saskatoon",2020-11-13,3
"Saskatoon",2020-11-14,3
"Saskatoon",2020-11-15,3
"Saskatoon",2020-11-16,3
"Saskatoon",2020-11-17,3
"Saskatoon",2020-11-18,3
"Saskatoon",2020-11-19,3
"Saskatoon",2020-11-20,4
"Saskatoon",2020-11-21,4
"Saskatoon",2020-11-22,4
"Saskatoon",2020-11-23,5
"Saskatoon",2020-11-24,5
"Saskatoon",2020-11-25,5
"Saskatoon",2020-11-26,6
"Saskatoon",2020-11-27,6
"Saskatoon",2020-11-28,6
"Saskatoon",2020-11-29,6
"Saskatoon",2020-11-30,6
"Saskatoon",2020-12-01,9
"Saskatoon",2020-12-02,9
"Saskatoon",2020-12-03,9
"Saskatoon",2020-12-04,9
"Saskatoon",2020-12-05,9
"Saskatoon",2020-12-06,9
"Saskatoon",2020-12-07,9
"Saskatoon",2020-12-08,9
"Saskatoon",2020-12-09,9
"Saskatoon",2020-12-10,9
"Saskatoon",2020-12-11,9
"Saskatoon",2020-12-12,13
"Saskatoon",2020-12-13,15
"Saskatoon",2020-12-14,16
"Saskatoon",2020-12-15,20
"Saskatoon",2020-12-16,20
"Saskatoon",2020-12-17,21
"Saskatoon",2020-12-18,21
"Saskatoon",2020-12-19,23
"Saskatoon",2020-12-20,23
"Saskatoon",2020-12-21,23
